accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,roc_auc_micro,roc_auc_macro,precision_toxic,recall_toxic,f1_toxic,precision_severe_toxic,recall_severe_toxic,f1_severe_toxic,precision_obscene,recall_obscene,f1_obscene,precision_threat,recall_threat,f1_threat,precision_insult,recall_insult,f1_insult,precision_identity_hate,recall_identity_hate,f1_identity_hate
0.9109860595984142,0.8073394495412844,0.5984698214791726,0.6873881204231083,0.7258773206783887,0.36232743841150555,0.42167550779511664,0.96453616827802,0.9391990728651027,0.8193869096934548,0.6597731821214142,0.7309682187730968,0.5652173913043478,0.07878787878787878,0.13829787234042554,0.8529411764705882,0.7375722543352601,0.7910725356478611,0.75,0.05263157894736842,0.09836065573770492,0.7427184466019418,0.5780856423173804,0.6501416430594902,0.625,0.06711409395973154,0.12121212121212122
