accuracy,precision_micro,recall_micro,f1_micro,precision_macro,recall_macro,f1_macro,roc_auc_micro,roc_auc_macro,precision_toxic,recall_toxic,f1_toxic,precision_severe_toxic,recall_severe_toxic,f1_severe_toxic,precision_obscene,recall_obscene,f1_obscene,precision_threat,recall_threat,f1_threat,precision_insult,recall_insult,f1_insult,precision_identity_hate,recall_identity_hate,f1_identity_hate
0.9152065481519376,0.8964633521271143,0.49560782091243977,0.6383211678832116,0.7524295574124086,0.3428135103856374,0.4565103738908803,0.9727407046940816,0.9698779915845517,0.9353007945516458,0.5496997998665777,0.6924369747899161,0.5,0.19393939393939394,0.2794759825327511,0.9406130268199234,0.5676300578034682,0.7080028839221342,0.7272727272727273,0.14035087719298245,0.23529411764705882,0.8558352402745996,0.47103274559193953,0.6076360682372055,0.5555555555555556,0.1342281879194631,0.21621621621621623
